PRESIDENCIA MUNICIPAL
02/07/2018 11:45(UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CON_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
2648,2648,0,2648,100.0000,2441,92.1827,21.7145,47,1456583,913470,912031,62.7132

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,MC,PANAL,PVEM,PES,M,PT,CQ,QI,MORENA_PT_PES,MORENA_PT,MORENA_PES,PT_PES,PRI_PVEM,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,CAND_IND_1,CAND_IND_2,CAND_IND_3,CAND_IND_4,CAND_IND_5,CAND_IND_6,CAND_IND_7,CAND_IND_8,CAND_IND_9,CAND_IND_10,CAND_IND_11,CAND_IND_12,CAND_IND_13,CAND_IND_14,CAND_IND_15,CAND_IND_16,CAND_IND_17,CAND_IND_18,CAND_IND_19,CAND_IND_20,CAND_IND_21,CAND_IND_22,CAND_IND_23,CAND_IND_24,CAND_IND_25,CAND_IND_26,CAND_IND_27,CAND_IND_28,CAND_IND_29,CAND_IND_30,CAND_IND_31,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
"220813C0100","220813C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0813",2552,"C",00,"URBANA",05,124,287,4,291,109,44,2,7,8,6,5,69,1,1,28,2,1,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,4,,,0,4,291,291,392,23,,1,D,F5F3C8DAE312FDCC82738AEF918A48531015F1B8FC666BAB5B1CDB387399C1F5,02/07/2018 03:00:24,02/07/2018 04:53:16,02/07/2018 07:23:05,CATD,ESCANER,ACTA PREP
"220814B0100","220814B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0814",2553,"B",00,"URBANA",05,Sin dato,Sin dato,Sin dato,Sin dato,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,Ilegible,,,Ilegible,Ilegible,Ilegible,0,513,23,TODOS ILEGIBLES O SIN DATO,0,D,B5CA7F98300A43065178A0AB67F2F726BA371EAC1289F4965B289A0C4516EEE5,01/07/2018 23:57:13,02/07/2018 06:04:48,,CATD,ESCANER,RPP
"220814C0100","220814C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0814",2554,"C",00,"URBANA",05,208,324,9,328,150,30,2,1,3,4,3,56,8,1,51,3,2,2,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,3,,,Sin dato,9,328,328,512,23,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,C441451BB9A5A05EEB7105B8680E2356B55FCCBE0C88DD0A4831763AADB69C2B,01/07/2018 22:37:08,01/07/2018 22:48:55,01/07/2018 22:51:43,CATD,ESCANER,RPP
"220815B0100","220815B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0815",2555,"B",00,"URBANA",05,160,234,10,244,89,25,1,5,3,3,7,60,1,0,31,6,0,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,8,,,1,3,244,244,381,23,,1,D,8CF18D046C431DE98EB0F456E589CCBD6124B6FA1E23BFB8707322E29524C076,01/07/2018 23:49:41,02/07/2018 01:10:22,02/07/2018 02:55:42,CATD,ESCANER,ACTA PREP
"220815C0100","220815C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0815",2556,"C",00,"URBANA",05,147,249,7,256,73,34,2,4,5,1,3,62,3,2,36,4,4,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,19,,,0,4,256,256,380,23,,1,D,8CF11CCB8D8C839BDCA0D7352D0A46E1A63A7602E106F26C13BA05A0CDA83D61,01/07/2018 23:14:07,01/07/2018 23:25:03,01/07/2018 23:27:05,CATD,ESCANER,ACTA PREP
"220816B0100","220816B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0816",2557,"B",00,"URBANA",05,152,306,5,311,118,28,5,2,4,7,6,77,6,2,31,3,0,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,9,,,0,13,311,311,440,23,,1,D,3AE2FA548713D09E4DC543A674655C7BC4ECAAE7B114094BF63F3DD519E3E7C0,01/07/2018 22:25:34,01/07/2018 22:33:45,01/07/2018 22:34:47,CATD,ESCANER,ACTA PREP
"220816C0100","220816C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0816",2558,"C",00,"URBANA",05,134,326,3,329,167,27,3,2,5,7,3,68,5,2,31,0,0,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,5,,,0,4,329,329,440,23,,1,D,FAE2BDFCA7E6C0888A045E7FB5801345FF1A13CE81378E619DBA857EC2F61338,01/07/2018 22:07:12,01/07/2018 22:19:04,01/07/2018 22:20:09,CATD,ESCANER,ACTA PREP
"220817B0100","220817B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0817",2559,"B",00,"URBANA",05,168,254,2,257,101,29,1,4,2,5,5,58,7,1,30,1,0,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,7,,,0,0,257,251,401,23,,1,D,CB39E7DD22C8AA1E166C4A47B5DD76076FB005308C989ECE0B4A60E58843972B,01/07/2018 22:14:32,01/07/2018 22:24:07,01/07/2018 22:28:47,CATD,ESCANER,ACTA PREP
"220817C0100","220817C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0817",2560,"C",00,"URBANA",05,165,245,10,254,99,27,0,1,5,3,1,68,2,1,37,2,1,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,3,,,0,4,254,254,401,23,,1,D,20F1CE175ED1F89845ED3C4450F1A963979EBF0C4B8AA0520CBBC0FE272DEFCD,01/07/2018 23:05:54,01/07/2018 23:16:36,01/07/2018 23:18:00,CATD,ESCANER,ACTA PREP
"220818B0100","220818B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0818",2561,"B",00,"URBANA",05,185,322,3,322,141,34,3,6,2,10,3,71,3,2,36,3,0,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,3,,,1,6,325,325,487,23,,1,D,047FC959CE5B5DB374DCD5281D0C93D61BB400C998A036B33CB9063F0F13254E,01/07/2018 23:05:37,01/07/2018 23:20:48,01/07/2018 23:21:28,CATD,ESCANER,ACTA PREP
"220818C0100","220818C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0818",2562,"C",00,"URBANA",05,198,305,6,312,140,26,0,4,0,4,6,81,3,5,37,2,0,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,1,,,0,3,312,312,486,23,,1,D,371B94AE90B79600D518A678B74A3C5BDAA0EC2A281B3357A62D3743A205D395,01/07/2018 23:06:03,01/07/2018 23:17:54,01/07/2018 23:18:50,CATD,ESCANER,ACTA PREP
"220563B0100","220563B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0563",1871,"B",00,"URBANA",05,255,392,5,394,152,56,0,1,2,5,6,112,10,1,21,8,1,0,2,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,5,,,0,11,394,393,625,22,,1,D,47549AE18DC876784B66541C4634E6BC4FF6FD625348BF520A50086AAA4BD92C,02/07/2018 00:04:23,02/07/2018 00:21:43,02/07/2018 00:28:50,CATD,ESCANER,ACTA PREP
"220563C0100","220563C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0563",1872,"C",00,"URBANA",05,256,387,0,387,148,53,5,6,2,10,6,98,13,0,19,8,3,1,1,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,2,,,0,13,387,388,624,22,,1,D,6F48B1E93B906891CBFD95D1A8F578CB0AFD16D74A6979702198A2F924BFDD01,02/07/2018 01:12:06,02/07/2018 03:04:02,02/07/2018 04:42:14,CATD,ESCANER,ACTA PREP
"220563C0200","220563C0200",22,"QUERETARO",16,"SAN JUAN DEL RIO","0563",1873,"C",00,"URBANA",05,258,386,2,388,154,44,4,4,6,5,4,107,13,0,25,8,0,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,0,,,2,11,388,388,624,22,,1,D,A5D71514DE1FC2C75FD0D91609606F71833C23A23B30E02854E0379364CE8FE4,02/07/2018 00:07:15,02/07/2018 01:02:45,02/07/2018 01:18:23,CATD,ESCANER,ACTA PREP
"220564B0100","220564B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0564",1874,"B",00,"URBANA",05,316,414,2,414,177,47,1,1,5,6,8,111,11,3,26,4,0,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,1,,,1,11,414,414,708,22,,1,D,92714AB4AABDB16DE5F4239AD47086B5BDAC1D7D16453F1C18F59671B9EC91E2,02/07/2018 01:06:51,02/07/2018 02:57:22,02/07/2018 04:33:39,CATD,ESCANER,ACTA PREP
"220564C0100","220564C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0564",1875,"C",00,"URBANA",05,330,394,6,396,151,57,4,4,4,9,3,100,7,0,31,8,3,1,1,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,3,,,0,10,396,396,708,22,,1,D,35C5C9EAB38748FD4948F6423841645B800146C67B1FEFD62C06EC1440542F44,01/07/2018 23:35:55,01/07/2018 23:40:21,01/07/2018 23:40:58,CATD,ESCANER,ACTA PREP
"220564C0200","220564C0200",22,"QUERETARO",16,"SAN JUAN DEL RIO","0564",1876,"C",00,"URBANA",05,Sin dato,406,5,411,153,66,4,4,4,9,5,101,16,0,25,4,5,3,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,2,,,0,10,411,411,707,22,,1,D,9BF692240BA2900C8CD659E763AC78ED9BACFE9417F85CCE7303415A20B20BBD,02/07/2018 01:02:42,02/07/2018 03:23:26,02/07/2018 05:21:10,CATD,ESCANER,ACTA PREP
"220564C0300","220564C0300",22,"QUERETARO",16,"SAN JUAN DEL RIO","0564",1877,"C",00,"URBANA",05,296,428,4,411,165,53,4,3,3,6,8,104,12,3,31,9,2,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,1,,,20,20,430,444,707,22,,1,D,00C8B4BA2A55D47E8991B388468346D5DBE828D55AE33C6EB1997E2EF9401809,02/07/2018 02:10:38,02/07/2018 02:54:37,02/07/2018 04:29:55,CATD,ESCANER,ACTA PREP
"220564S0100","220564S0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0564",1878,"S",00,"URBANA",06,689,83,Sin dato,83,25,21,1,3,0,6,1,22,2,0,1,1,0,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,0,,,0,0,83,83,0,22,,1,D,BB872FBAD9192FA89740C914C22DC41D16D46C58C501802CD09081CCB230EBF4,02/07/2018 02:29:26,02/07/2018 03:29:28,02/07/2018 05:34:26,CATD,ESCANER,ACTA PREP
"220565B0100","220565B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0565",1879,"B",00,"URBANA",05,317,420,0,420,148,69,3,5,4,8,8,93,12,8,39,5,1,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,6,,,0,11,420,420,715,22,,1,D,864DCD7D625AA2377CA443E954A924981136EF00261DCE19D552CC5F73E57537,02/07/2018 01:12:59,02/07/2018 01:40:03,02/07/2018 02:14:10,CATD,ESCANER,ACTA PREP
"220565C0100","220565C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0565",1880,"C",00,"URBANA",05,322,413,2,415,171,49,3,5,9,14,6,101,7,3,33,1,0,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,2,,,0,10,415,415,715,22,,1,D,DE106C7C0CC0231E37AA283AF4B144C0DCB31F7FA0B6EBDD6DFB4E558CFA40B1,02/07/2018 00:59:25,02/07/2018 01:13:52,02/07/2018 01:41:18,CATD,ESCANER,ACTA PREP
"220565C0200","220565C0200",22,"QUERETARO",16,"SAN JUAN DEL RIO","0565",1883,"C",00,"URBANA",05,344,388,4,Sin dato,141,59,3,6,2,6,4,114,2,4,31,0,0,4,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,6,,,1,6,389,389,715,22,,1,D,E1905F47FCEF27CE58618068CADDB511BD1ED8CA17DE773FE65592E3C2DB3C02,02/07/2018 01:37:16,02/07/2018 04:19:11,02/07/2018 06:33:28,CATD,ESCANER,CC
"220565C0300","220565C0300",22,"QUERETARO",16,"SAN JUAN DEL RIO","0565",1884,"C",00,"URBANA",05,344,386,6,0,144,52,1,2,5,2,6,112,10,2,37,3,0,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,5,,,0,11,393,393,715,22,,1,D,C7DB7152B803A4F77C5B499A83AE982BA2480A94DAE4EAB73D425F6395CC1487,02/07/2018 01:00:06,02/07/2018 02:44:32,02/07/2018 04:15:58,CATD,ESCANER,ACTA PREP
"220565C0400","220565C0400",22,"QUERETARO",16,"SAN JUAN DEL RIO","0565",1885,"C",00,"URBANA",05,349,382,6,379,146,61,1,4,7,8,5,87,10,3,31,7,1,2,1,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,5,,,0,9,388,388,715,22,,1,D,B24997B6F09DFCBC94B5AFDDD2DD71A11F58E50B676C62091D2C8BB7B93F57BA,02/07/2018 01:20:22,02/07/2018 01:51:12,02/07/2018 02:33:00,CATD,ESCANER,ACTA PREP
"220565C0500","220565C0500",22,"QUERETARO",16,"SAN JUAN DEL RIO","0565",1886,"C",00,"URBANA",05,335,395,7,402,141,58,5,3,0,7,4,100,6,2,54,8,3,3,1,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,0,,,0,7,402,402,715,22,,1,D,163FDBAC18253DFAFD12B2D4F1CF9F4927FCE32184A28B03CD30C95363599696,02/07/2018 02:44:45,02/07/2018 03:56:35,02/07/2018 05:58:47,CATD,ESCANER,ACTA PREP
"220565C0600","220565C0600",22,"QUERETARO",16,"SAN JUAN DEL RIO","0565",1887,"C",00,"URBANA",05,332,399,7,405,173,45,6,8,1,7,6,95,9,4,30,4,0,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,6,,,2,8,405,405,715,22,,1,D,EA4E688AC26111A81D92F0C9DB2C0EB108DAC38D47C0F9FC93692D8F8824BAA0,02/07/2018 01:46:59,02/07/2018 02:30:28,02/07/2018 03:57:34,CATD,ESCANER,ACTA PREP
"220565C0700","220565C0700",22,"QUERETARO",16,"SAN JUAN DEL RIO","0565",1888,"C",00,"URBANA",05,291,446,0,446,177,63,2,3,6,9,4,110,8,1,49,2,1,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,3,,,0,7,446,446,715,22,,1,D,28AD8E77090A0E8D55B3C968623EA27647FE9646DA3CE904A53B935F1DF0C1BB,02/07/2018 02:09:01,02/07/2018 05:06:02,02/07/2018 07:26:08,CATD,ESCANER,ACTA PREP
"220565C0800","220565C0800",22,"QUERETARO",16,"SAN JUAN DEL RIO","0565",1889,"C",00,"URBANA",05,327,409,0,410,165,56,1,8,1,6,3,103,9,3,39,4,5,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,0,,,0,6,410,410,715,22,,1,D,755ACC20524B55119F02DF2E826485A6B05A21F11DF00C09E9E80421789744B1,02/07/2018 02:03:29,02/07/2018 02:47:14,02/07/2018 04:18:52,CATD,ESCANER,CC
"220565C0900","220565C0900",22,"QUERETARO",16,"SAN JUAN DEL RIO","0565",1890,"C",00,"URBANA",05,332,405,0,407,179,61,2,13,3,4,8,83,3,4,30,6,0,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,2,,,0,9,407,407,715,22,,1,D,E65C358547289F367B595DA88C9F47D07F4DDCB700144BBE07DA1A23E6D069E6,02/07/2018 02:42:46,02/07/2018 03:49:50,02/07/2018 05:44:57,CATD,ESCANER,ACTA PREP
"220565C1000","220565C1000",22,"QUERETARO",16,"SAN JUAN DEL RIO","0565",1881,"C",00,"URBANA",05,309,424,2,412,161,66,3,7,2,7,8,108,8,0,30,9,1,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,2,,,0,8,412,420,715,22,,1,D,3C98F0CCF360A419E16CDB6A06B5CE15CA281301E56872522F84FA1709F402C3,02/07/2018 02:45:31,02/07/2018 03:54:32,02/07/2018 05:52:49,CATD,ESCANER,ACTA PREP
"220565C1100","220565C1100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0565",1882,"C",00,"URBANA",05,Sin dato,389,5,391,144,57,3,6,8,13,12,90,4,0,39,3,1,Ilegible,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,2,,,1,10,391,393,714,22,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,78B1DF18BC5B5F84EAED53BF0C8D6024DA1CE6FBBE9643AA4702B2BECE5D54AD,02/07/2018 02:25:39,02/07/2018 03:17:41,02/07/2018 05:11:37,CATD,ESCANER,ACTA PREP
"220608B0100","220608B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0608",2023,"B",00,"NO URBANA",05,237,434,0,434,236,51,1,6,1,7,8,79,8,1,5,8,1,2,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,0,,,0,20,434,434,649,22,,1,D,FEEF25676F27694BC7651132FA75DA8FAE1CE077FF44A63147BEFE601FD2CD20,02/07/2018 00:36:51,02/07/2018 00:55:18,02/07/2018 01:06:16,CATD,ESCANER,ACTA PREP
"220608C0100","220608C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0608",2024,"C",00,"NO URBANA",05,217,454,0,454,258,48,5,2,2,2,7,84,7,0,13,9,2,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,1,,,0,13,454,454,649,22,,1,D,D8A05FB59C0769854C6DD03A317BF7B854067664AA6E16F591E6ED0C846CB8DB,02/07/2018 00:24:14,02/07/2018 01:36:32,02/07/2018 02:08:37,CATD,ESCANER,ACTA PREP
"220608C0200","220608C0200",22,"QUERETARO",16,"SAN JUAN DEL RIO","0608",2025,"C",00,"NO URBANA",05,223,443,3,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,Sin dato,,,Sin dato,Sin dato,Sin dato,0,648,22,TODOS ILEGIBLES O SIN DATO,0,D,2E5E3EF4A93FE1593666E199CCE4BBC00C8E23B5CD5BF8E25435D513C0FFEA38,02/07/2018 01:33:09,02/07/2018 05:09:27,,CATD,ESCANER,ACTA PREP
"220608C0300","220608C0300",22,"QUERETARO",16,"SAN JUAN DEL RIO","0608",2026,"C",00,"NO URBANA",05,227,443,0,443,226,82,1,1,1,1,7,74,9,0,6,16,4,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,Sin dato,,,Sin dato,15,443,443,648,22,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,B4BF7B13FF1237D1E07DF8E100530411293A67BAC7AE226676C98B3A88FD4870,02/07/2018 01:35:13,02/07/2018 02:09:17,02/07/2018 02:56:50,CATD,ESCANER,ACTA PREP
"220609B0100","220609B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0609",2027,"B",00,"URBANA",05,258,432,1,429,244,60,2,0,2,5,8,61,10,0,6,4,0,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,0,,,0,26,429,429,669,22,,1,D,1139CE2E8EAF8BFDFDC7DA85E43CC2A072BEBAFD6D19DEF2AF71F88328CBB4F3,01/07/2018 23:15:13,01/07/2018 23:22:09,01/07/2018 23:22:50,CATD,ESCANER,ACTA PREP
"220609C0100","220609C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0609",2028,"C",00,"URBANA",05,237,451,1,450,244,69,1,3,2,10,7,71,9,0,14,3,0,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,0,,,0,16,450,450,668,22,,1,D,904CC49E7192821A089F07D0D901F6569E5F92C9F562018EC1F53216BEB239CA,02/07/2018 01:48:49,02/07/2018 02:17:32,02/07/2018 03:17:47,CATD,ESCANER,ACTA PREP
"220609C0200","220609C0200",22,"QUERETARO",16,"SAN JUAN DEL RIO","0609",2029,"C",00,"URBANA",05,234,446,0,448,237,69,4,0,4,6,5,58,9,0,10,0,2,2,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,2,,,0,40,448,448,668,22,,1,D,F910488A99B909170914D66FAFE2830FE2A76FC1F155F4FC1CB800AE03C850D5,02/07/2018 01:50:42,02/07/2018 02:34:34,02/07/2018 03:54:41,CATD,ESCANER,ACTA PREP
"220610B0100","220610B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0610",2030,"B",00,"NO URBANA",05,202,475,0,475,109,140,4,4,1,22,11,118,15,0,9,10,0,6,1,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,3,,,0,22,475,475,655,22,,1,D,796F5465143F6DC51EEE14732001A433C8C69356277DD4095DC66C4C3382D820,02/07/2018 01:59:41,02/07/2018 02:43:58,02/07/2018 04:07:57,CATD,ESCANER,ACTA PREP
"'220610E0100","'220610E0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0610",2031,"E",00,"NO URBANA",05,250,414,0,414,69,51,7,5,7,12,23,148,28,1,28,12,3,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,4,,,0,15,414,414,642,22,,1,D,E8C00F1B7A82839050C867305F9C59FEB94F116A9F83D331C7E5E840CCB36BA9,02/07/2018 01:26:38,02/07/2018 04:36:48,02/07/2018 06:55:02,CATD,ESCANER,ACTA PREP
"220611B0100","220611B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0611",2032,"B",00,"NO URBANA",05,219,432,3,434,195,112,3,4,3,7,5,50,15,1,10,5,3,2,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,2,,,0,18,435,435,632,22,,1,D,78966F0AFC885940BEBCE5F9588331FEB3F22BB1B3D08074901711A3A0319E3D,02/07/2018 01:21:02,02/07/2018 05:03:30,02/07/2018 07:23:23,CATD,ESCANER,ACTA PREP
"220611C0100","220611C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0611",2033,"C",00,"NO URBANA",05,250,404,1,404,188,91,8,4,2,8,8,44,14,Sin dato,Sin dato,1,3,2,Sin dato,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,3,,,Sin dato,13,Sin dato,389,632,22,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,57CE101DD4AB87EF54C34A49D9D1BB7FAAB2EB9957649EDF385828E8B0331DED,02/07/2018 01:17:40,02/07/2018 04:36:09,02/07/2018 06:52:07,CATD,ESCANER,CC
"220611C0200","220611C0200",22,"QUERETARO",16,"SAN JUAN DEL RIO","0611",2034,"C",00,"NO URBANA",05,268,384,3,Sin dato,Ilegible,88,1,1,2,10,8,59,10,13,13,6,Sin dato,Sin dato,Sin dato,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,1,,,Sin dato,21,Sin dato,233,631,22,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,7A32C73A25DECB120232C1BDF9A86B223B820BBFDBFF76CAFA3590D566A23795,02/07/2018 01:24:20,02/07/2018 04:12:14,02/07/2018 06:17:10,CATD,ESCANER,CC
"'220611E0100","'220611E0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0611",2035,"E",00,"NO URBANA",05,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,,,,,700,22,SIN ACTA POR PAQUETE NO ENTREGADO,,D,,02/07/2018 03:40:43,,,CATD,ESCANER,
"220612B0100","220612B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0612",2036,"B",00,"URBANA",05,262,370,3,373,147,62,3,0,7,3,5,76,17,0,20,12,1,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,2,,,0,17,373,373,614,22,,1,D,0DFBD96A7070F089D7DF553C3E81AD40DAB529E55D72A79B8B63075920C28666,02/07/2018 00:47:33,02/07/2018 01:08:09,02/07/2018 01:34:13,CATD,ESCANER,ACTA PREP
"220612C0100","220612C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0612",2037,"C",00,"URBANA",05,263,371,1,372,138,49,5,1,11,6,5,102,7,1,19,7,2,4,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,2,,,0,13,372,372,613,22,,1,D,3D52B2A0076FBCC9902A69EB463961F277CB4EB4D2C6FA43820E7A77B6DE7099,02/07/2018 00:53:58,02/07/2018 02:38:34,02/07/2018 04:03:51,CATD,ESCANER,ACTA PREP
"220612C0200","220612C0200",22,"QUERETARO",16,"SAN JUAN DEL RIO","0612",2038,"C",00,"URBANA",05,271,355,8,363,150,72,5,2,3,6,2,79,13,0,12,3,0,5,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,2,,,0,10,364,364,613,22,,1,D,99744C5AC7A5F5FF0F6601287C1F7E9625BB21C8A01E12970DE4188309F29A7B,02/07/2018 00:46:20,02/07/2018 01:04:42,02/07/2018 01:23:05,CATD,ESCANER,ACTA PREP
"220612C0300","220612C0300",22,"QUERETARO",16,"SAN JUAN DEL RIO","0612",2039,"C",00,"URBANA",05,256,378,1,379,134,64,2,5,4,2,4,102,7,0,14,22,3,3,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,4,,,0,9,379,379,613,22,,1,D,B4544926621197630B2A5E0FB6C987CF1143E978A48F99962BCCA3659E0217DB,02/07/2018 00:46:21,02/07/2018 02:26:10,02/07/2018 03:29:53,CATD,ESCANER,ACTA PREP
