PRESIDENCIA MUNICIPAL
02/07/2018 11:45(UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CON_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
2648,2648,0,2648,100.0000,2441,92.1827,21.7145,47,1456583,913470,912031,62.7132

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,MC,PANAL,PVEM,PES,M,PT,CQ,QI,MORENA_PT_PES,MORENA_PT,MORENA_PES,PT_PES,PRI_PVEM,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,CAND_IND_1,CAND_IND_2,CAND_IND_3,CAND_IND_4,CAND_IND_5,CAND_IND_6,CAND_IND_7,CAND_IND_8,CAND_IND_9,CAND_IND_10,CAND_IND_11,CAND_IND_12,CAND_IND_13,CAND_IND_14,CAND_IND_15,CAND_IND_16,CAND_IND_17,CAND_IND_18,CAND_IND_19,CAND_IND_20,CAND_IND_21,CAND_IND_22,CAND_IND_23,CAND_IND_24,CAND_IND_25,CAND_IND_26,CAND_IND_27,CAND_IND_28,CAND_IND_29,CAND_IND_30,CAND_IND_31,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
"220394C0100","220394C0100",22,"QUERETARO",14,"QUERETARO","0394",1328,"C",00,"URBANA",05,284,388,4,388,108,91,5,5,5,5,3,112,9,2,7,3,3,1,0,1,1,1,0,0,,-,19,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,7,388,388,657,22,,1,D,EC6C5A8848B9E754ED0C70BFD634814370DD037EAB74F9FBACA00142B630A779,02/07/2018 02:48:16,02/07/2018 02:54:31,02/07/2018 05:58:14,CATD,ESCANER,ACTA PREP
"220398B0100","220398B0100",22,"QUERETARO",14,"QUERETARO","0398",1337,"B",00,"URBANA",05,276,378,4,382,76,102,6,2,7,8,15,115,12,3,6,3,0,1,1,3,0,0,1,0,,-,3,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,18,382,382,637,22,,1,D,4F0DD9D4C9767F719E72BA88AFA1EDA9C61B6F80C4F1A6500C398BF601E712EB,02/07/2018 01:13:40,02/07/2018 01:47:04,02/07/2018 03:28:13,CATD,ESCANER,ACTA PREP
"220411B0100","220411B0100",22,"QUERETARO",14,"QUERETARO","0411",1368,"B",00,"URBANA",05,162,361,5,361,151,69,0,3,6,4,15,82,3,1,3,3,0,0,0,2,2,0,1,0,,-,9,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,7,361,361,501,22,,1,D,F00E428B283FD5B909E46A0792ED67C81618E4DFECAF60B808DAF6B31547E785,01/07/2018 23:18:04,01/07/2018 23:24:57,01/07/2018 23:26:13,CATD,ESCANER,ACTA PREP
"220412B0100","220412B0100",22,"QUERETARO",14,"QUERETARO","0412",1369,"B",00,"URBANA",05,211,410,4,414,133,94,1,1,2,9,12,91,1,2,12,8,1,1,0,1,1,1,3,0,,-,31,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,1,8,414,414,603,22,,1,D,ADEF87A8ED850796D4D8E61A2D25888FA2106F55DBF2B4D370518BAC43FBC966,01/07/2018 22:41:50,01/07/2018 22:53:45,01/07/2018 22:54:21,CATD,ESCANER,ACTA PREP
"220413B0100","220413B0100",22,"QUERETARO",14,"QUERETARO","0413",1370,"B",00,"URBANA",05,133,274,6,278,90,60,3,1,3,3,12,70,5,0,7,2,1,0,0,1,1,0,0,0,,-,17,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,4,280,280,391,22,,1,D,BFF4911BE3060BA4BFF2866F76C3B2D27240B4734B4F39C6B482174A2C3CAC83,01/07/2018 23:09:25,01/07/2018 23:21:29,01/07/2018 23:23:50,CATD,ESCANER,ACTA PREP
"220413C0100","220413C0100",22,"QUERETARO",14,"QUERETARO","0413",1371,"C",00,"URBANA",05,135,272,6,277,103,53,3,2,1,7,2,82,2,1,3,1,0,0,0,0,0,0,0,0,,-,12,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,6,278,278,391,22,,1,D,BB1323CC87AEE21889883A1DE768DFE5035A9AB40F36DD72B2F6EF305C423840,01/07/2018 23:08:58,01/07/2018 23:15:13,01/07/2018 23:17:41,CATD,ESCANER,ACTA PREP
"220414B0100","220414B0100",22,"QUERETARO",14,"QUERETARO","0414",1372,"B",00,"URBANA",05,137,256,6,262,56,75,1,2,5,5,12,72,5,0,6,4,1,1,0,1,0,0,0,0,,-,13,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,3,262,262,377,22,,1,D,854864919E9C16B138E5CEF212D43449952A7A864D807EC7196AF66CA914884A,01/07/2018 23:19:55,01/07/2018 23:32:47,01/07/2018 23:33:39,CATD,ESCANER,ACTA PREP
"220414C0100","220414C0100",22,"QUERETARO",14,"QUERETARO","0414",1373,"C",00,"URBANA",05,134,259,6,265,71,69,1,0,3,6,2,71,6,2,1,3,0,1,0,0,1,2,0,0,,-,18,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,8,265,265,377,22,,1,D,A5AEA4D60748C5581D4678ED6828C72C13B9893B83FB840AC7B2EA132BDACE8F,01/07/2018 23:20:47,01/07/2018 23:38:02,01/07/2018 23:38:39,CATD,ESCANER,ACTA PREP
"220415B0100","220415B0100",22,"QUERETARO",14,"QUERETARO","0415",1374,"B",00,"URBANA",05,145,302,2,304,122,63,1,0,4,4,5,63,2,2,10,0,0,0,0,0,2,0,0,0,,-,23,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,1,2,304,304,427,22,,1,D,B13B9C662AAFA9F52BB2A6B37710B89C0EF1000F8279C84BAF6F94057F011507,02/07/2018 00:16:59,02/07/2018 00:25:05,02/07/2018 00:26:15,CATD,ESCANER,ACTA PREP
"220415C0100","220415C0100",22,"QUERETARO",14,"QUERETARO","0415",1375,"C",00,"URBANA",05,139,306,4,310,122,61,1,1,2,3,5,74,6,1,8,0,0,0,0,0,0,0,0,0,,-,24,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,2,310,310,427,22,,1,D,3B9741906892FE4977F9242E128C9EA996333EB1230234A8ECA6CC13A104A379,02/07/2018 00:16:57,02/07/2018 01:42:12,02/07/2018 02:54:42,CATD,ESCANER,ACTA PREP
"220417B0100","220417B0100",22,"QUERETARO",14,"QUERETARO","0417",1380,"B",00,"URBANA",05,132,287,6,293,93,64,1,1,3,3,7,78,3,0,7,3,0,0,0,0,2,0,0,0,,-,20,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,8,293,293,403,22,,1,D,DA29F1EDD9F0A0737B2B76412C363E6F0EDB8E3C51D6BE557D036E23A9DC2052,01/07/2018 23:21:44,01/07/2018 23:31:21,01/07/2018 23:32:21,CATD,ESCANER,ACTA PREP
"220417C0100","220417C0100",22,"QUERETARO",14,"QUERETARO","0417",1381,"C",00,"URBANA",05,139,282,4,286,89,66,1,3,4,3,6,78,1,1,8,2,2,0,0,1,2,0,1,0,,-,15,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,3,286,286,403,22,,1,D,288A11BD38DDE346661ED04BE4BC1DC358E3298094858E526606B2349890D4A4,01/07/2018 23:20:35,01/07/2018 23:34:20,01/07/2018 23:35:44,CATD,ESCANER,ACTA PREP
"220418B0100","220418B0100",22,"QUERETARO",14,"QUERETARO","0418",1382,"B",00,"URBANA",05,164,324,5,331,103,66,4,1,0,10,10,82,7,1,7,8,0,0,0,2,3,1,0,0,,-,20,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,6,331,331,473,22,,1,D,7585389F34B62454115F3C25EC35064FFFC7FE09B29615C2F642CB316CD52B18,01/07/2018 23:52:19,02/07/2018 00:01:37,02/07/2018 00:02:56,CATD,ESCANER,ACTA PREP
"220418C0100","220418C0100",22,"QUERETARO",14,"QUERETARO","0418",1383,"C",00,"URBANA",05,170,320,5,325,111,88,0,0,3,5,9,57,3,3,8,2,0,0,0,0,3,0,0,0,,-,23,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,10,325,325,473,22,,1,D,CEFBF99405A2BCF5AAFB85F9D277A6641057DBD148860EC257761B455FE63616,01/07/2018 23:52:52,02/07/2018 00:00:29,02/07/2018 00:01:09,CATD,ESCANER,ACTA PREP
"220419B0100","220419B0100",22,"QUERETARO",14,"QUERETARO","0419",1384,"B",00,"URBANA",05,226,413,3,415,182,68,3,5,6,6,10,86,4,2,10,2,0,0,0,0,2,0,1,0,,-,18,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,10,415,415,621,22,,1,D,68B444CD66363B316FE9A5C252F5F0CE0D55434D1490332BD4F562EB04B8DB9B,02/07/2018 00:46:14,02/07/2018 01:02:21,02/07/2018 01:08:27,CATD,ESCANER,ACTA PREP
"220426B0100","220426B0100",22,"QUERETARO",14,"QUERETARO","0426",1396,"B",00,"URBANA",05,185,419,7,428,141,82,2,2,2,3,6,116,10,2,11,7,1,0,0,1,3,0,0,0,,-,23,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,7,419,419,591,22,,1,D,29B590E357B5B256C1D13A34A1F02776A52EDABB9EC4A9A3CF279A032C8F803D,02/07/2018 01:33:00,02/07/2018 02:07:42,02/07/2018 04:21:40,CATD,ESCANER,ACTA PREP
"220426C0100","220426C0100",22,"QUERETARO",14,"QUERETARO","0426",1397,"C",00,"URBANA",05,182,424,7,430,140,86,0,4,2,6,13,118,10,3,8,3,1,0,0,0,1,0,0,0,,-,23,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,1,11,430,430,590,22,,1,D,6C42D78D31B49DB9B86E832DCB3496C57F6CAC24C9D1A845D967E4D9813323E3,02/07/2018 00:58:38,02/07/2018 01:43:04,02/07/2018 02:51:07,CATD,ESCANER,ACTA PREP
"220429B0100","220429B0100",22,"QUERETARO",14,"QUERETARO","0429",1405,"B",00,"URBANA",05,166,280,3,283,189,51,3,2,2,3,9,83,5,2,3,2,1,0,0,0,2,0,0,0,,-,17,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,9,283,383,427,22,,1,D,9B08B1A8CA9675C0BC6C9821804C04EBD81CEBC8692692033D467D250C9DC53E,02/07/2018 00:46:41,02/07/2018 01:22:19,02/07/2018 02:16:44,CATD,ESCANER,ACTA PREP
"220429C0100","220429C0100",22,"QUERETARO",14,"QUERETARO","0429",1406,"C",00,"URBANA",05,176,268,4,272,70,55,2,2,2,6,8,68,9,2,14,2,2,1,0,0,2,0,0,0,,-,22,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,5,272,272,426,22,,1,D,7D97025D6124A68E3C63A94FE8EFEBAA282A0E0F7F61D4E6739112EBF0F0D0FB,02/07/2018 00:46:12,02/07/2018 01:35:11,02/07/2018 02:42:14,CATD,ESCANER,ACTA PREP
"220430B0100","220430B0100",22,"QUERETARO",14,"QUERETARO","0430",1407,"B",00,"URBANA",05,198,402,3,0,118,91,3,1,2,8,9,110,3,5,10,4,0,0,0,0,2,1,0,0,,-,25,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,13,405,405,581,22,,1,D,F205A16BBF09348009CAA43617EAD08D5848368197FA1D12C9AE42B9033EA00B,01/07/2018 23:05:17,01/07/2018 23:19:56,01/07/2018 23:21:24,CATD,ESCANER,ACTA PREP
"220430C0100","220430C0100",22,"QUERETARO",14,"QUERETARO","0430",1408,"C",00,"URBANA",05,182,416,4,420,129,84,0,2,5,3,11,122,7,4,9,2,0,2,0,1,0,2,0,0,,-,24,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,1,12,420,420,580,22,,1,D,DEBD4B8F47AC1A4F0FFC5144D6EF9C9D65345B868B8595D4355C9DC39E0AB34E,01/07/2018 23:06:22,01/07/2018 23:14:13,01/07/2018 23:15:23,CATD,ESCANER,ACTA PREP
"220698B0100","220698B0100",22,"QUERETARO",14,"QUERETARO","0698",2315,"B",00,"URBANA",05,256,380,2,Sin dato,104,52,4,7,2,7,18,117,13,8,8,3,0,0,0,1,1,1,0,0,,-,26,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,Sin dato,11,383,383,617,22,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,D7A657F056DF8D1DC0D618CFF01633E3D715CCFDFA09CDF5894F95EFEFAB5311,01/07/2018 23:45:56,01/07/2018 23:56:04,01/07/2018 23:58:28,CATD,ESCANER,ACTA PREP
"220698C0100","220698C0100",22,"QUERETARO",14,"QUERETARO","0698",2316,"C",00,"URBANA",05,252,380,5,386,113,47,4,3,2,13,9,138,4,5,5,6,1,0,0,0,1,1,0,0,,-,16,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,18,386,386,616,22,,1,D,D54D1F43B60FA96F57D3B4799A544179CA591EDC2551EED1E92AF16608BBCC6B,01/07/2018 23:45:47,01/07/2018 23:52:47,01/07/2018 23:54:45,CATD,ESCANER,ACTA PREP
"220699B0100","220699B0100",22,"QUERETARO",14,"QUERETARO","0699",2317,"B",00,"URBANA",05,322,372,1,372,81,33,6,4,3,13,19,151,8,2,10,4,3,2,0,1,1,0,0,0,,-,20,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,11,372,372,675,22,,1,D,51ae642e7a8672b312cdb41c94284b1fa7515aebc16c5b14bc5777c69db460fb,01/07/2018 22:24:13,01/07/2018 22:33:17,01/07/2018 22:35:09,CASILLA,MOVIL,ACTA PREP
"220699C0100","220699C0100",22,"QUERETARO",14,"QUERETARO","0699",2318,"C",00,"URBANA",05,323,370,3,376,70,46,5,6,2,14,15,153,11,9,8,3,4,2,0,0,1,0,0,0,,-,17,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,10,376,376,675,22,,1,D,6ec5f69e7810e89a5041f40efcac6e4ac955c8eaf5b9503f70c353624ce3a514,01/07/2018 22:33:31,01/07/2018 22:39:51,01/07/2018 22:41:22,CASILLA,MOVIL,ACTA PREP
"220700B0100","220700B0100",22,"QUERETARO",14,"QUERETARO","0700",2319,"B",00,"URBANA",05,Sin dato,363,3,Sin dato,109,74,5,4,2,6,8,113,7,2,7,5,2,0,0,2,1,Ilegible,0,0,,-,9,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,5,362,361,576,22,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,46F6E738700C9C5286FD21C8115B5D104073BA38BB241792BF0E85663A6E4CBB,02/07/2018 01:29:24,02/07/2018 02:42:01,02/07/2018 04:54:07,CATD,ESCANER,ACTA PREP
"220700C0100","220700C0100",22,"QUERETARO",14,"QUERETARO","0700",2320,"C",00,"URBANA",05,228,365,4,Sin dato,88,67,4,5,7,12,10,119,13,3,12,6,2,1,0,1,2,1,1,0,,-,11,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,4,4,369,373,575,22,,1,D,041603655C0503D8E67FF621212625E5206D4013A92BB6E6EB82193B3F38B287,02/07/2018 00:54:41,02/07/2018 01:09:40,02/07/2018 01:37:14,CATD,ESCANER,ACTA PREP
"220701B0100","220701B0100",22,"QUERETARO",14,"QUERETARO","0701",2321,"B",00,"URBANA",05,284,340,4,346,65,45,4,4,7,12,15,137,6,7,5,6,3,1,0,0,1,0,0,0,,-,16,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,12,346,346,606,22,,1,D,887A644A5C96AD465D41E42E34B97351377545148D9EDB9EE458D351C3C160DC,02/07/2018 00:47:49,02/07/2018 02:48:34,02/07/2018 05:21:44,CATD,ESCANER,ACTA PREP
"220701C0100","220701C0100",22,"QUERETARO",14,"QUERETARO","0701",2322,"C",00,"URBANA",05,301,324,3,324,81,43,4,6,3,10,7,114,7,6,5,1,Sin dato,2,Sin dato,1,Sin dato,Sin dato,Sin dato,Sin dato,,-,21,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,Sin dato,11,324,322,606,22,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,6258200F78BBCE9C4709B309FD3F2A78148527F5887B8CCDEBA278C0CF70DD91,02/07/2018 00:48:05,02/07/2018 03:48:44,02/07/2018 05:33:32,CATD,ESCANER,ACTA PREP
"220702B0100","220702B0100",22,"QUERETARO",14,"QUERETARO","0702",2323,"B",00,"URBANA",05,211,350,3,354,102,49,5,0,4,4,13,110,10,3,11,7,0,0,0,0,1,0,0,0,,-,21,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,6,346,346,544,22,,1,D,CD29AFADFC279F3D60EF33BD8AC69E5D0CF5B7A27B5420A3E2D5FCC69989C26B,02/07/2018 00:04:54,02/07/2018 00:59:46,02/07/2018 01:00:58,CATD,ESCANER,ACTA PREP
"220702C0100","220702C0100",22,"QUERETARO",14,"QUERETARO","0702",2324,"C",00,"URBANA",05,198,363,5,374,112,40,6,10,2,10,11,127,7,2,11,3,2,2,0,0,3,0,0,0,,-,17,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,9,374,374,544,22,,1,D,C98B63E767E29FE76EAB2A7DDF2C2E21BFCEE50BC651D4CF91102E0FAAFBABD6,02/07/2018 00:05:09,02/07/2018 00:13:22,02/07/2018 00:14:23,CATD,ESCANER,ACTA PREP
"220703B0100","220703B0100",22,"QUERETARO",14,"QUERETARO","0703",2325,"B",00,"URBANA",05,238,379,5,384,68,64,5,5,3,9,14,155,7,5,9,6,0,1,0,0,3,1,0,0,,-,21,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,8,384,384,600,22,,1,D,EC237B345D644046AB6B64A95CB3290D70942C10FB1AB733AC0508ACC27F2846,01/07/2018 23:24:50,01/07/2018 23:34:36,01/07/2018 23:35:20,CATD,ESCANER,ACTA PREP
"220703C0100","220703C0100",22,"QUERETARO",14,"QUERETARO","0703",2326,"C",00,"URBANA",05,218,398,4,Sin dato,94,72,5,2,4,8,6,154,3,4,7,3,0,1,0,1,5,0,0,0,,-,23,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,10,402,402,600,22,,1,D,DC89E743A5ACD95ACC990455694AC02AEC7EBF5349ADCF87808EA3FF59C0D595,01/07/2018 23:15:01,01/07/2018 23:22:51,01/07/2018 23:23:47,CATD,ESCANER,ACTA PREP
"220730B0100","220730B0100",22,"QUERETARO",14,"QUERETARO","0730",2385,"B",00,"URBANA",05,168,302,4,306,74,52,4,2,3,4,16,98,7,3,10,8,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,2,Sin dato,Sin dato,,-,13,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,Sin dato,12,308,308,454,22,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,CFB6EB314269FAA02C34DF7D1477E61A64AAD2D818B6ED134BDD81B8A5B6D320,02/07/2018 01:39:11,02/07/2018 01:51:09,02/07/2018 03:54:24,CATD,ESCANER,ACTA PREP
"220731B0100","220731B0100",22,"QUERETARO",14,"QUERETARO","0731",2386,"B",00,"URBANA",05,158,297,4,297,90,41,1,3,4,7,11,96,12,2,6,3,1,0,0,0,2,0,1,0,,-,16,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,4,297,300,437,22,,1,D,EB508FDA6A40E40A2120225AFC13969C85C3922F521BA755791993530DB6C282,02/07/2018 01:42:00,02/07/2018 01:57:29,02/07/2018 04:02:18,CATD,ESCANER,ACTA PREP
"220731C0100","220731C0100",22,"QUERETARO",14,"QUERETARO","0731",2387,"C",00,"URBANA",05,152,298,8,306,97,41,5,2,2,4,11,114,3,2,7,0,1,0,0,1,0,0,0,0,,-,13,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,3,306,306,436,22,,1,D,7235E76A4FFD6A3FBCAF69CBB0161305C9B896F7CD9A758CAA739928A15E9822,02/07/2018 01:39:14,02/07/2018 02:46:28,02/07/2018 05:17:55,CATD,ESCANER,ACTA PREP
"220732B0100","220732B0100",22,"QUERETARO",14,"QUERETARO","0732",2388,"B",00,"URBANA",05,235,451,4,461,148,55,1,7,3,6,19,159,8,3,13,3,1,Sin dato,1,1,1,1,Sin dato,Sin dato,,-,25,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,Sin dato,6,461,461,678,22,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,80DA40F3707875291FD2C7706A1826054E17087B9B2842C053D6736C5EA1C0E0,02/07/2018 01:39:35,02/07/2018 02:01:20,02/07/2018 04:07:17,CATD,ESCANER,ACTA PREP
"220732C0100","220732C0100",22,"QUERETARO",14,"QUERETARO","0732",2389,"C",00,"URBANA",05,269,427,3,429,113,65,3,7,2,14,16,121,15,5,12,7,0,2,0,4,2,2,0,0,,-,29,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,2,10,431,431,677,22,,1,D,82A068A1A61475488DCEA7FEE31448FD8E06AD3BC3424DD0AF445B189313F41E,02/07/2018 01:39:45,02/07/2018 07:19:17,02/07/2018 07:20:51,CATD,ESCANER,ACTA PREP
"220733B0100","220733B0100",22,"QUERETARO",14,"QUERETARO","0733",2390,"B",00,"URBANA",05,345,401,3,404,79,70,6,1,3,9,14,157,12,6,16,2,1,1,0,1,1,1,0,0,,-,15,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,1,7,403,403,726,22,,1,D,F7B33C60B7BCDAA1B46B2C6D886EA1CC276028AD2BBE3ACFD4812B41CFFAB168,02/07/2018 00:34:43,02/07/2018 01:31:59,02/07/2018 02:38:19,CATD,ESCANER,ACTA PREP
"220733C0100","220733C0100",22,"QUERETARO",14,"QUERETARO","0733",2391,"C",00,"URBANA",05,358,387,3,388,92,55,5,11,4,6,20,142,7,2,7,2,0,0,0,1,4,2,0,0,,-,12,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,16,388,388,726,22,,1,D,4D108629F08418D3D4AF7089E928FDFEC1762FC7496EBC0D81A8728933A89B6C,02/07/2018 00:35:21,02/07/2018 01:18:39,02/07/2018 01:50:11,CATD,ESCANER,ACTA PREP
"220306B0100","220306B0100",22,"QUERETARO",14,"QUERETARO","0306",1076,"B",00,"URBANA",05,189,341,4,355,88,68,5,2,4,4,17,109,9,5,4,4,1,2,0,1,1,0,0,1,,-,20,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,10,355,355,512,22,,1,D,818C9AC4FC98789A1EE04FC25335F6CE809981F0CF1FA98C38B5526AA9793533,02/07/2018 01:42:38,02/07/2018 03:11:06,02/07/2018 06:03:10,CATD,ESCANER,ACTA PREP
"220306C0100","220306C0100",22,"QUERETARO",14,"QUERETARO","0306",1077,"C",00,"URBANA",05,172,358,2,352,95,60,7,3,2,9,6,110,9,2,8,3,0,3,0,1,1,0,3,0,,-,18,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,12,352,352,512,22,,1,D,FB5B534BF9D8CD6B854F8BF29FD45D6E4D5DF703056D794EF9E27CE17CCD47B4,02/07/2018 01:41:36,02/07/2018 03:09:25,02/07/2018 06:01:45,CATD,ESCANER,ACTA PREP
"220307B0100","220307B0100",22,"QUERETARO",14,"QUERETARO","0307",1078,"B",00,"URBANA",05,221,301,4,305,82,40,2,1,2,6,6,121,7,2,10,1,1,1,0,0,2,0,0,0,,-,13,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,8,305,305,504,22,,1,D,AB9E4708B78D3081CA5ECD7B3B5DB9C60D9AA097DCE8FB7AB7DC828FAE6130C3,01/07/2018 22:07:02,01/07/2018 22:15:42,01/07/2018 22:16:35,CATD,ESCANER,ACTA PREP
"220307C0100","220307C0100",22,"QUERETARO",14,"QUERETARO","0307",1079,"C",00,"URBANA",05,191,334,0,331,98,37,4,2,1,9,9,123,5,0,9,1,2,2,0,2,3,1,0,0,,-,18,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,8,334,334,503,22,,1,D,698A29B3916DE754E99ED2B1C07391DC6D84253453CB4113D2864CE6D2ACCA2D,01/07/2018 22:07:10,01/07/2018 22:50:49,01/07/2018 22:52:09,CATD,ESCANER,ACTA PREP
"220309B0100","220309B0100",22,"QUERETARO",14,"QUERETARO","0309",1087,"B",00,"URBANA",05,215,349,5,351,74,55,9,2,3,9,7,129,10,2,5,4,0,4,0,1,3,1,0,0,,-,21,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,1,13,353,353,547,22,,1,D,ABF3D213A64299B9D4B9C8EB1BBA9BFBA6DE1445E03452093F175F3F19D3B1AD,02/07/2018 02:37:35,02/07/2018 03:59:56,02/07/2018 06:36:58,CATD,ESCANER,ACTA PREP
"220309C0100","220309C0100",22,"QUERETARO",14,"QUERETARO","0309",1088,"C",00,"URBANA",05,202,364,3,376,121,56,5,3,3,12,6,104,12,3,11,5,1,1,0,3,2,0,1,0,,-,16,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,11,376,376,547,22,,1,D,61F1B5D8C0F0F119401FF4076F596199942C01F9C159485001DA7CF6F38FF47D,02/07/2018 02:36:21,02/07/2018 04:00:28,02/07/2018 06:36:53,CATD,ESCANER,ACTA PREP
"220310B0100","220310B0100",22,"QUERETARO",14,"QUERETARO","0310",1089,"B",00,"URBANA",05,246,376,5,379,129,47,4,3,4,5,9,108,14,3,7,4,1,2,0,2,2,1,0,0,,-,24,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,10,379,379,606,22,,1,D,42AA08F54481D1241B74FE07C15D25371D09F6F44098D14160A4C9FA97198BFC,02/07/2018 02:40:25,02/07/2018 04:01:25,02/07/2018 06:39:54,CATD,ESCANER,ACTA PREP
"220310C0100","220310C0100",22,"QUERETARO",14,"QUERETARO","0310",1090,"C",00,"URBANA",05,218,404,6,410,138,54,2,9,3,15,13,113,7,2,12,3,1,0,0,0,1,2,0,0,,-,25,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,10,410,410,606,22,,1,D,1C8DA8F9E8669942BA84E609EC8437838ADDA56C26408078F4CD7D378097FEDD,02/07/2018 02:40:36,02/07/2018 04:01:10,02/07/2018 06:37:37,CATD,ESCANER,ACTA PREP
